job_title	company	location	salary	description	counts	city
Senior Cloud Engineer - IBM Garage	IBM	Washington, DC	None	"Introduction
The IBM Garage was founded by a handful of people in 2014, to help clients adopt IBM Cloud – which was a new thing at the time. The Garage’s way of accelerating business value for its clients has proved so successful that it has expanded steadily, covering more and more of IBM’s portfolio worldwide. A client recently described their experience with us by saying that the Garage “felt like working with a highly agile and creative startup, but at the same time we had full access to the competence, quality, and scale of IBM.”

A brand-new subset of the Garage has been created this year to help introduce our largest clients to the power and speed of working with the Garage to solve their business challenges. We keep our clients focused on their end users and business outcomes, and we help match their needs with IBM’s enterprise technological capabilities.

How We Work
We’re creating squads made up of designers, solution architects, cloud engineers, data scientists, and subject-matter experts. These teams operate in a particular business domain, under a Client Technical Lead, who is a senior person with long-term experience in that domain and a deep understanding of our clients’ technical needs. The teams involve the client in the experiential process of working with the Garage, co-creating value side by side.

Your Role and Responsibilities
Senior Cloud Engineers in IBM’s Garage are part of a cross-functional team delivering a unique client co-creation experience to accelerate client transformation. As part of an entrepreneurial team, you will use contemporary technologies and approaches to design, develop, test, and deliver solutions. You will apply a user-centric approach to ensure all features add value for the user and achieve the desired client impact. You understand the nuances of different cloud solutions (hybrid, public, private, multi-cloud, on-prem) and implications for solution design. You understand the relationship among various technologies and architectures and how they contribute to the overall solution. You will develop a deep understanding of complex, large scale multi-region solutions which utilize multiple independent life cycle microservices. An ideal candidate will be familiar with Design Thinking, Behavior and Test-Driven Development, and application of Agile methodologies.


To be successful in this role you will need to:
Demonstrate a growth mindset and continuous learning; stay current on IBM strategies and offerings with understanding of technical principles of Docker and Kubernetes
Use DevOps engineering practices and methods to plan and create software applications
Employs IBM's Design Thinking to create products and services that provide a great user experience along with high performance, security, quality, and stability; ensure that the implemented solutions are unit tested and ready to integrate in products
Demonstrate strong analytical, problem solving and troubleshooting skills combined in an Agile process
Engineer solutions in areas such as cloud foundation, cloud services, cloud management applications, machine learning, computational linguistics, natural language processing and security applications
Garage

IBMReferred_NorthAmerica

Required Technical and Professional Expertise

At least 2 years hands-on software engineering
At least 1 year of client facing experience - strong, collaborative client relationships
Basic knowledge of various cloud solutions (hybrid, public, private, multi-cloud, on-prem)
Experience APIs (RESTful, etc.)
Design and implement automated cloud solutions that implement CI/CD best practices
Basic knowledge of Java or middleware technology (WebSphere, etc.)
Professional experience; IT Specialist; pre-sales, proof of concept, integration, data lake, business process design

Preferred Technical and Professional Expertise

At least 3 years hands-on software engineering
At least 2 years in a client facing role building strong, collaborative relationships
At least 2 years with various cloud solutions (hybrid, public, private, multi-cloud, on-prem)
Networking DevOps/Development background

About Business Unit
IBM has a global presence, operating in more than 175 countries with a broad-based geographic distribution of revenue. The company’s Global Markets organization is a strategic sales business unit that manages IBM’s global footprint, working closely with dedicated country-based operating units to serve clients locally. These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable clients’ growth and innovation. By complementing local expertise with global experience and digital capabilities, IBM builds deep and broad-based client relationships. This local management focus fosters speed in supporting clients, addressing new markets and making investments in emerging opportunities. Additionally, the Global Markets organization serves clients with expertise in their industry as well as through the products and services that IBM and partners supply. IBM is also expanding its reach to new and existing clients through digital marketplaces.

Your Life @ IBM
What matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
IBM offers a wide range of resources for eligible IBMers to thrive both inside and outside of work. In addition to a competitive benefits program consisting of medical and life insurance, retirement plans, and time off, eligible employees may also have access to:


12 weeks of paid parental bonding leave. Family care options are also available to support eligible employees during COVID-19.World-class training and educational resources on our personalized, AI-driven learning platform. IBM's learning culture supports your restless attitude to grow your skills and build the depth and scale of knowledge needed to achieve your career goals.Well-being programs to support mental and physical health.Financial programs that empower you to plan, save, and manage your money (including expert financial counseling, 401(k), IBM stock discount, etc.).Select educational reimbursement opportunities.Diverse and inclusive employee resource groups where you can network and connect with IBMers across the globe.Giving and volunteer programs to benefit charitable organizations and local communities.Discounts on retail products, services, and experiences.
This position is eligible for participation in an IBM sales incentive plan. Actual incentive opportunity will be based on performance and the eligible Target Incentive, as addressed in the applicable plan, all of which is subject to change.


We consider qualified applicants with criminal histories, consistent with applicable law.

IBM will not be providing visa sponsorship for this position now or in the future. Therefore, in order to be considered for this position, you must have the ability to work without a need for current or future visa sponsorship.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."	6252	Washington
Senior Network Engineer / Juniper	Concept Solutions, LLC	Washington, DC	$140,000 - $160,000 a year	Senior Juniper Network Engineer Concept Solutions is seeking a Senior Juniper Network Engineer at the FAA site.This candidate will be responsible for the design, implementation, operation,maintenance, administration, and expansion of all network devices associated with aclassified FAA ProgramRESPONSIBILITIESExpansion of all network devices associated with FAA Program Office to include routers, switches, firewalls and security devices.Analyze and assess equipment and performance degradation, to include packet analysis, determination of hardware, software, networking and/or other technical changes necessary to verify restoration of service and meet operational requirements.Troubleshooting network problems, identifying probable cause, taking corrective action, updating documentation and making written recommendations to prevent problems from recurring.Continuously monitoring SolarWinds and proactively making recommendations to improve performance while resolving and/or preventing potential problems.Verify the posture of the LAN and all equipment on it adheres to the configuration management and security requirements that adhere to OMB A-130, FISMA, and NIST 800 series along with other Federal mandates.Responsive to the needs of the FAA IT Lead providing recommendations and exploring options to improve system performance and overall security standards.Support research and feasibility, possible build out, usage and maintenance of a test environment for the use in support the LAN and application operations.Perform other duties as assigned.This position may require you to be periodically on call – after duty hours.Familiar with wired / wireless components and communicationsKnowledge of Microsoft OS and Active Directory.Pulling and terminating copper/fiber cablingJuniper experience preferred:Switches: EX seriesRouters: QFX series, M series, MX seriesFirewalls: SRX seriesJUNOS security.Extensive knowledge configuring, maintaining, and troubleshooting VPNs, VLANs, firewalls, load balancers (F5), network monitoring tools, and tunnels.Familiar with Satellite and Microwave communications.Familiar with VOIP implementationsCertifications:Cisco: CCNA, CCNPJuniper: JNCIA, JNCIS, JNCIP, JNCIEREQUIREMENTS: Have an active Secret ClearanceBachelor's degree in technical fieldMust have a minimum of 15 years progressive network engineering experience supporting Cisco and Juniper productsMust have strong experience with IP addressing, DNS, VPN configuration and support, and remote accessExperience building and/or migrating/upgrading firewalls and switches across LAN and WAN configurations. Including experience maintaining build documents, network drawings, and data flow diagrams.Implementing OMB-A 130, FISMA, and NIST related federal security standards in production environmentsExcellent communication, organization and interpersonal skills.Professional attitude and commitment to providing high-quality service.Must be highly reliable and dependable; reliable transportation is requiredJob Type: Full-timePay: $140,000.00 - $160,000.00 per yearBenefits:401(k)Dental insuranceHealth insuranceLife insurancePaid time offVision insuranceEducation:Bachelor's (Required)Experience:Network engineering: 10 years (Required)Security Clearance:Secret (Required)Work Location:One locationCompany's website:https://www.concept-solutions.comWork Remotely:NoCOVID-19 Precaution(s):Remote interview processPersonal protective equipment provided or requiredPlastic shield at work stationsTemperature screeningsSocial distancing guidelines in placeVirtual meetingsSanitizing, disinfecting, or cleaning procedures in place	6252	Washington
Senior Cloud Engineer - IBM Garage	IBM	Washington, DC	None	"Introduction
The IBM Garage was founded by a handful of people in 2014, to help clients adopt IBM Cloud – which was a new thing at the time. The Garage’s way of accelerating business value for its clients has proved so successful that it has expanded steadily, covering more and more of IBM’s portfolio worldwide. A client recently described their experience with us by saying that the Garage “felt like working with a highly agile and creative startup, but at the same time we had full access to the competence, quality, and scale of IBM.”

A brand-new subset of the Garage has been created this year to help introduce our largest clients to the power and speed of working with the Garage to solve their business challenges. We keep our clients focused on their end users and business outcomes, and we help match their needs with IBM’s enterprise technological capabilities.

How We Work
We’re creating squads made up of designers, solution architects, cloud engineers, data scientists, and subject-matter experts. These teams operate in a particular business domain, under a Client Technical Lead, who is a senior person with long-term experience in that domain and a deep understanding of our clients’ technical needs. The teams involve the client in the experiential process of working with the Garage, co-creating value side by side.

Your Role and Responsibilities
Senior Cloud Engineers in IBM’s Garage are part of a cross-functional team delivering a unique client co-creation experience to accelerate client transformation. As part of an entrepreneurial team, you will use contemporary technologies and approaches to design, develop, test, and deliver solutions. You will apply a user-centric approach to ensure all features add value for the user and achieve the desired client impact. You understand the nuances of different cloud solutions (hybrid, public, private, multi-cloud, on-prem) and implications for solution design. You understand the relationship among various technologies and architectures and how they contribute to the overall solution. You will develop a deep understanding of complex, large scale multi-region solutions which utilize multiple independent life cycle microservices. An ideal candidate will be familiar with Design Thinking, Behavior and Test-Driven Development, and application of Agile methodologies.


To be successful in this role you will need to:
Demonstrate a growth mindset and continuous learning; stay current on IBM strategies and offerings with understanding of technical principles of Docker and Kubernetes
Use DevOps engineering practices and methods to plan and create software applications
Employs IBM's Design Thinking to create products and services that provide a great user experience along with high performance, security, quality, and stability; ensure that the implemented solutions are unit tested and ready to integrate in products
Demonstrate strong analytical, problem solving and troubleshooting skills combined in an Agile process
Engineer solutions in areas such as cloud foundation, cloud services, cloud management applications, machine learning, computational linguistics, natural language processing and security applications
Garage

IBMReferred_NorthAmerica

Required Technical and Professional Expertise

At least 2 years hands-on software engineering
At least 1 year of client facing experience - strong, collaborative client relationships
Basic knowledge of various cloud solutions (hybrid, public, private, multi-cloud, on-prem)
Experience APIs (RESTful, etc.)
Design and implement automated cloud solutions that implement CI/CD best practices
Basic knowledge of Java or middleware technology (WebSphere, etc.)
Professional experience; IT Specialist; pre-sales, proof of concept, integration, data lake, business process design

Preferred Technical and Professional Expertise

At least 3 years hands-on software engineering
At least 2 years in a client facing role building strong, collaborative relationships
At least 2 years with various cloud solutions (hybrid, public, private, multi-cloud, on-prem)
Networking DevOps/Development background

About Business Unit
IBM has a global presence, operating in more than 175 countries with a broad-based geographic distribution of revenue. The company’s Global Markets organization is a strategic sales business unit that manages IBM’s global footprint, working closely with dedicated country-based operating units to serve clients locally. These country teams have client relationship managers who lead integrated teams of consultants, solution specialists and delivery professionals to enable clients’ growth and innovation. By complementing local expertise with global experience and digital capabilities, IBM builds deep and broad-based client relationships. This local management focus fosters speed in supporting clients, addressing new markets and making investments in emerging opportunities. Additionally, the Global Markets organization serves clients with expertise in their industry as well as through the products and services that IBM and partners supply. IBM is also expanding its reach to new and existing clients through digital marketplaces.

Your Life @ IBM
What matters to you when you’re looking for your next career challenge?

Maybe you want to get involved in work that really changes the world? What about somewhere with incredible and diverse career and development opportunities – where you can truly discover your passion? Are you looking for a culture of openness, collaboration and trust – where everyone has a voice? What about all of these? If so, then IBM could be your next career challenge. Join us, not to do something better, but to attempt things you never thought possible.

Impact. Inclusion. Infinite Experiences. Do your best work ever.

About IBM
IBM’s greatest invention is the IBMer. We believe that progress is made through progressive thinking, progressive leadership, progressive policy and progressive action. IBMers believe that the application of intelligence, reason and science can improve business, society and the human condition. Restlessly reinventing since 1911, we are the largest technology and consulting employer in the world, with more than 380,000 IBMers serving clients in 170 countries.

Location Statement
IBM offers a wide range of resources for eligible IBMers to thrive both inside and outside of work. In addition to a competitive benefits program consisting of medical and life insurance, retirement plans, and time off, eligible employees may also have access to:


12 weeks of paid parental bonding leave. Family care options are also available to support eligible employees during COVID-19.World-class training and educational resources on our personalized, AI-driven learning platform. IBM's learning culture supports your restless attitude to grow your skills and build the depth and scale of knowledge needed to achieve your career goals.Well-being programs to support mental and physical health.Financial programs that empower you to plan, save, and manage your money (including expert financial counseling, 401(k), IBM stock discount, etc.).Select educational reimbursement opportunities.Diverse and inclusive employee resource groups where you can network and connect with IBMers across the globe.Giving and volunteer programs to benefit charitable organizations and local communities.Discounts on retail products, services, and experiences.
This position is eligible for participation in an IBM sales incentive plan. Actual incentive opportunity will be based on performance and the eligible Target Incentive, as addressed in the applicable plan, all of which is subject to change.


We consider qualified applicants with criminal histories, consistent with applicable law.

IBM will not be providing visa sponsorship for this position now or in the future. Therefore, in order to be considered for this position, you must have the ability to work without a need for current or future visa sponsorship.

Being You @ IBM
IBM is committed to creating a diverse environment and is proud to be an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, gender, gender identity or expression, sexual orientation, national origin, genetics, pregnancy, disability, age, veteran status, or other characteristics. IBM is also committed to compliance with all fair employment practices regarding citizenship and immigration status."	6252	Washington
Senior Stress Engineer	U.S. Cargo Systems	Washington, DC	From $80,000 a year	The Senior Stress Engineer is a member of Engineering Team and reports to our Goldsboro, NC facility, daily. Review job description and submit resume: https://www.uscargosystems.com/careers/Job Type: Full-timePay: From $80,000.00 per yearBenefits:401(k)401(k) matchingDental insuranceEmployee assistance programHealth insuranceLife insurancePaid time offTuition reimbursementVision insuranceSchedule:8 hour shiftEducation:Bachelor's (Preferred)Experience:Mechanical or Aeronautical/Aerospace Engineering: 5 years (Preferred)Work Location:One locationCompany's website:https://www.uscargosystems.com/Company's Facebook page:https://www.uscargosystems.com/careers/Benefit Conditions:Only full-time employees eligibleWork Remotely:NoCOVID-19 Precaution(s):Personal protective equipment provided or requiredTemperature screeningsSocial distancing guidelines in placeSanitizing, disinfecting, or cleaning procedures in place	6252	Washington
Cloud Implementation Engineer	RavenTek	Washington, DC 20001 (Shaw area)	None	"Description:

RavenTek has a current opening for a Cloud Implementation Engineer to Support the Department of Veterans Affairs (VA) Electronic Health Record Modernization (EHRM) program to reengineer existing integration to maximize the use of cloud capabilities including containers and other cloud applications with the result of full scalability in the horizontal and vertical environments. The Cloud Implementation Engineer will integrate SQA environment on AWS that will be leveraged to produce preproduction and production environments for DMLSS on the cloud.
. Requirements:
Required Security Clearance: US Citizen with the ability to obtain a Public Trust.
Qualifications Requirements:Create strategies and plans for integration of multiple IT systems/subsystems into an operational unit, ensuring full functional and performance capabilities are retained.
Coordinate with development and user teams to assess risks, goals, and needs and ensure that all are adequately addressed.
Must be experienced in introducing new hardware or software into a new or existing environment while minimizing disruption and mitigating risks.
Must be cost conscience when addressing goals.Familiarity with AWS and intersystem productsExperience with integration of complex systemsExperience with SQA Integration and development
Experience with HealthConnect

Required Education and Experience:Bachelor's Degree in Computer Science, Engineering, Math, or equivalentMinimum of 15 years of experience. An additional 8 years of relevant experience may be substituted for degree requirements.
Preferred Qualifications:VA experience preferred.Experience implementing Electronic Health Records
Employment Type: Full Time / Permanent

Working Conditions:
This position is fully remote.
Physical Requirements:
Sitting long periods of time.
Background Screening/Check/Investigation:
Successful Completion of a Background Screening/Check/Investigation will/may be required as a condition of hire.
ADA: RavenTek will make reasonable accommodations in compliance with the Americans with Disabilities Act of 1990.
EEO/AA: RavenTek does not discriminate based on race, color, national origin, sex, religion, age, disability, sexual orientation, gender identity, veteran status, height, weight, or marital status in employment or the provision of services and is an equal access/equal opportunity/affirmative action employer.
PM20
PI138461829"	6252	Washington
Senior Broadcast Engineer	RT America	Washington, DC 20005 (Downtown area)	$68,889 - $130,000 a year	T&R Productions/RT America has an immediate opening for a full-time Senior Broadcast Engineer in Washington DC to work in the latest in broadcast technology. Candidates for this position should have a broadcast background, 21st century skill set, and a team-oriented attitude.Responsibilities: · Responsible for hands-on technical and project support of audio and broadcast infrastructure systems for live studio broadcast events and post-production activities.· Install, test, upgrade, maintain, and repair television broadcast equipment.· Assume the role of the Chief Engineer in his or her absence.· Ensure that any engineering or technical problems reported by staff members is appropriately addressed.· Ensure engineering staff receive training in areas needed to enhance proficiency.· Liaise with vendors and IT personnel or engineering staff to achieve problem resolution.· Troubleshoot video, audio and IT issues and provide rapid resolutions.· Provide end users with professional and timely technical support.· Quickly and accurately troubleshoot issues in a high pressure, fast paced environment.· Execute and complete projects with minimal supervision.Job Requirements: · Strong knowledge of broadcast systems and signal workflow.· Familiarity with Grass Valley broadcast switchers, Lawo broadcast audio consoles, Ikegami broadcast cameras, Riedel intercom systems, video and audio patch panels, Shotoku robotic camera equipment, and Evertz routing switcher and distribution equipment.· Ability to prioritize and complete tasks on time and with quality.· Ability to lift up to 50 lbs and work at heights from ladders or similar equipment.Qualifications: · Minimum of an Associates degree in Electronics, Broadcasting or related field.· Five to ten years of engineering experience in a television environment.· SBE certification desired but not required.· Excellent verbal and written communication skills.To Apply: This is a full-time position in Washington DC. We offer a highly competitive salary benefit package.Job Type: Full-timePay: $68,889.00 - $130,000.00 per yearBenefits:Dental insuranceHealth insuranceLife insurancePaid time offParental leaveSchedule:8 hour shiftMonday to FridayWork Location:One locationWork Remotely:No	6252	Washington
Sr. Systems Engineer	Odgers Berndtson	Washington, DC	None	Build and maintain a virtual server infrastructureSupport and manage Level 3 help desk ticketsCreate and maintain network and security infrastructure within business environmentsSupport existing Cisco Meraki infrastructureNon-technical tasks including (but not exclusively); cabling, hardware inventory and office user moves.Lead large-scale technology upgrade and migration projects from design through turnoverSetup and configure desk phones/softphones and other network equipmentIdentify problems which require additional expertise and escalate to Senior Engineer.Coordinate system maintenance and infrastructure projects with lead engineer.Provide level 3 software and hardware support to all Partners, Principals, and Support Staff.Communicate to management the progress of projects from receipt to closure.Respond to user inquiries both remotely and face-to-face according to help desk procedures, providing support across a range of hardware and software products.Knowledge of Cisco Meraki environments is a plusCCNA certified is a plusReports directly to the US Head of IT.Job Type: Full-timeExperience:Relevant: 3 years (Preferred)Additional Compensation:BonusesWork Location:One locationBenefits offered:Paid time offHealth insuranceDental insuranceRetirement benefits or accountsGym memberships or discountsWorkplace perks such as food/coffee and flexible work schedulesOthers	6252	Washington
Cloud Infrastructure Architect	Deloitte	Arlington, VA	None	"Cloud Infrastructure Architect
Do you want to be at the forefront of Deloitte's emerging cloud practice? We're looking for exceptional problem-solvers to help address our clients' most compelling Cloud needs. You will work along-side top engineers and technical thought leaders building Cloud solutions helping shape the future of global enterprises. You will be at the heart of the technical solutioning and leading edge product development.
Work you'll do:
Lead/support technical teams to architect, build, and deploy cloud solutions across public, private and hybrid cloud environments to support enterprise clients. Cloud Infrastructure Architects are responsible for designing, maintaining and troubleshooting the client's infrastructure, cloud services, network, and infrastructure security. Architects will work closely with other cloud teams, project managers, engineers, and other functions.
Responsibilities include:
Oversee cloud infrastructure design and develop detailed architecture models for the client to host test, development, and production environments
Plan for system and application migration(s) to the cloud, adhering to the client's technical and business requirements
Develop and document technical designs for integration and implementation of new cloud applications and systems
Optimize cost of cloud solutions by identifying waste and automating cloud cost management
Lead the development of technical artifacts including Requirements Traceability Matrix (RTM), Detailed Technical Design, Security Architecture Plan, Services Description Document, etc.
Plan and develop support processes that adhere to best practices (ITIL)
Communicate effectively through strong written and oral communication skills for technical and non-technical audiences
Integrate with non-cloud technologies and third-party vendor products/services
Assess emerging technologies, stay abreast of industry trends, and give advice on investments prices versus performance
Experience with highly-available and fault-tolerant enterprise and web-scale software deployments
Certifications (Desired): Google - Professional Cloud Architect; AWS - Solutions Architect - Professional; Azure - MCSE: Cloud Platform and Infrastructure (Infrastructure Focus); VMware - VCAP/VCDX Data Center Virtualization
The Team:
Cloud Engineering
Our Cloud Engineering team focuses on enabling our client's end-to-end journey from On-Premise to Cloud, with opportunities in the areas of: Cloud Strategy, Op Model Transformation, Cloud Development, Cloud Integration & APIs, Cloud Migration, Cloud Infrastructure & Engineering, and Cloud Managed Services. We help our clients see the transformational capabilities of Cloud as an opportunity for business enablement and competitive advantage.
Cloud Engineering supports our clients as they improve agility and resilience, and identifies opportunities to reduce IT operations spend through automation by enabling Cloud. We accelerate our clients towards a technology-driven future, leveraging vendor solutions and Deloitte-developed software products, tools, and accelerators.
Qualifications
Required:

Bachelor's degree from an accredited college or university
Ability to obtain US Government Security clearance
5+ years software or infrastructure architecture experience
1+ years experience with micro-services architecture
Must be legally authorized to work in the United States without the need
for employer sponsorship, now or at any time in the future

Preferred:

Knowledge of EA principles and methodologies
Experience with Servers, Infrastructure, Platform Sizing, Infrastructure Cost Reduction
Possess any additional certifications (one or more) for the design/development of distributed solutions on a leading infrastructure platform such as:
IBM Certified Solution Architect - Cloud Computing Infrastructure v3
Google Cloud Platform Qualified Developer
Mirosoft Azure Solutions Architect
VMWare Certifications (Data Center Virtualization, Cloud Management and Automation, Network Virtualization)
Red Hat Certified Architect
Possess a certification for the architecture and implementation of solutions on a leading distributed software platform (e.g., Salesforce Technical Architect Certification)
How you'll grow
At Deloitte, our professional development plan focuses on helping people at every level of their career to identify and use their strengths to do their best work every day. From entry-level employees to senior leaders, we believe there's always room to learn. We offer opportunities to help sharpen skills in addition to hands-on experience in the global, fast-changing business world. From on-the-job learning experiences to formal development programs at Deloitte University, our professionals have a variety of opportunities to continue to grow throughout their career. Explore Deloitte University, The Leadership Center .
Benefits
At Deloitte, we know that great people make a great organization. We value our people and offer employees a broad range of benefits. Learn more about what working at Deloitte can mean for you.
Deloitte's culture
Our positive and supportive culture encourages our people to do their best work every day. We celebrate individuals by recognizing their uniqueness and offering them the flexibility to make daily choices that can help them to be healthy, centered, confident, and aware. We offer well-being programs and are continuously looking for new ways to maintain a culture where our people excel and lead healthy, happy lives. Learn more about Life at Deloitte.
Corporate citizenship
Deloitte is led by a purpose: to make an impact that matters. This purpose defines who we are and extends to relationships with our clients, our people and our communities. We believe that business has the power to inspire and transform. We focus on education, giving, skill-based volunteerism, and leadership to help drive positive social impact in our communities. Learn more about Deloitte's impact on the world.
Recruiter tips
We want job seekers exploring opportunities at Deloitte to feel prepared and confident. To help you with your interview, we suggest that you do your research: know some background about the organization and the business area you're applying to. Check out recruiting tips from Deloitte professionals.
#LI-GPS
#IND:GPS
gpscbo
CloudGPS"	6252	Washington
DevOps/Cloud Engineer	Harmonia Holdings Group, LLC	Washington, DC	None	"Harmonia Holdings Group, LLC, an award-winning federal government contractor, has an exciting opportunity for a DevOps/Cloud Engineer to join our team in Washington, DC.

Due to COVID-19 prevention measures, work is being performed remotely; once facilities re-open, in-person attendance is required in Washington, DC and McLean, VA

We have an exciting opportunity for an Azure DevOps Engineer to join our team in Washington DC. Harmonia is currently seeking an experienced Azure DevOps Engineer with at least 2 years of development background using Django Python.

Minimum Required Qualifications:
US Citizenship or legal permanent resident

Must be able to obtain and maintain a Public Trust clearance

Bachelor's Degree with at least 3 years of related work experience

Experience, Skills and Abilities:
Ability to work independently, take ownership of tasks, and deliver high-quality products and customer services.

Ability to manage and complete multiple tasks within tight deadlines; self-directed and results/goal oriented.

Strong analytical and problem-solving skills with a high attention to detail.

Must be self-motivated as well as creative and efficient in proposing solutions to complex, time-critical problems.

Highly adaptable to a changing environment.

Strong experience in migration projects to Azure cloud on technically complex projects.

Thorough understanding of DevOps culture, Continuous Integration/Continuous Deployment (CI/CD) pipelines, and advanced technical practices.

Experience migrating on-premises workloads to the cloud.

Understanding of cloud automation and orchestration tools and techniques including Git, Terraform, Ansible, Azure DevOps, ARM or equivalent.

At least 2 years of development experience using Python/Django.

Experience in Docker and Azure Kubernetes Service.

Experience with CI/CD tools such as Jenkins, Azure DevOps.

Working experience of agile frameworks on complex projects.

Experience with Source Control Management systems, such as Git/GitLab and Team Foundation Version Control (TFVC).

Preferred Skills:
One of the following Microsoft Azure certifications is required:

Microsoft Azure DevOps Engineer Certification

Microsoft Azure Architect Expert Certification

Working knowledge of other programming languages such as Java or .NET

We are pleased to have been repeatedly recognized for our outstanding work culture, the innovative work we do, and the employees on our team who make a difference each day. Some of these recognitions include:

Virginia Chamber of Commerce Fantastic 50 company

Northern Virginia Technology Council Tech 100 company

Great Place to Work Certification

Inc. 5000 list of fastest growing companies

SBA SBIR Tibbett's Award

Virginia Values Veterans (V3) Certification

Every bit of our success is the result of hard-working, motivated, and innovative professionals who are proud to call themselves part of the Harmonia family! In addition to competitive compensation and a dynamic, productive work environment, we offer all full-time employees a variety of benefits including, but not limited to, employer-paid medical, dental, vision insurance; STD, LTD, and life insurance; an HSA; gym/wellness reimbursement; 401(k) matching; 501(c)(3) donation matching; paid holidays; generous paid time off; training reimbursement; and an Employee Assistance Program.

Harmonia is an Equal Opportunity Employer providing equal employment opportunity to all employees and applicants for employment without regard to race, color, religion, national origin, age, gender, gender identity, sexual orientation, disability, or genetics. Harmonia does and will take affirmative action to employ and advance in employment individuals with disabilities and protected veterans.

To perform this job successfully, an individual must possess the knowledge, skills, and abilities listed; meet the education and work experience required; and must be able to perform each essential duty and responsibility satisfactorily. Other duties, in addition to the below, may be assigned as necessary to meet business needs. Reasonable accommodation will be made to enable an applicant with a disability to successfully apply for and/or perform the essential duties of the job. If you are in need of an accommodation, please contact HR@harmonia.com ."	6252	Washington
Cloud Engineer, Mid	Booz Allen Hamilton	McLean, VA 22102	None	"The Challenge:
We have the technology, but do we know how to use it? In an industry where “Cloud” is sometimes synonymous with “genie,” it’s important to have someone on your team who knows how to engineer Cloud-based and hybrid on-premise and Cloud-based solutions. That’s why we need you, an engineer who knows how hardware and software components fit together and integrate with Cloud-based resources, to help us modernize mission critical systems across a variety of our top clients.
As a Cloud Engineer on our team, you’ll help to create solutions to drive the next wave of innovation. You’ll recommend tools and capabilities based on your research of the current environment and knowledge of various on-premise, Cloud-based, and hybrid resources. You’ll work with our engineering, architecture, and migration teams to inform strategy and architecture design. This is an opportunity to stay on top of the latest Cloud resources as you lead efforts to prototype using multiple techniques and new technologies. You’ll be able to broaden your skillset into areas like automation, scripting, and containerization while developing critical systems for several of our clients. Join our team as we transform the way government agencies manage data and information by taking advantage of Cloud technology.
You Have:Experience in a systems engineering or systems administration roleKnowledge of Linux and Linux system administrationKnowledge of end-to-end modern Agile software developmentTop Secret clearanceHS diploma or GED
Nice If You Have:Experience with implementing and maintaining JenkinsExperience with writing scripts and glue to tie together services, functionalities, and tools using technologies, including Python scripting, Bash, Boto3, JSON, and YML and XML templatesExperience with AzureExperience with Amazon Web Services (AWS)Experience with additional tools, including Docker, Kubernetes, and Ansible
Ability to use automation tools and Infrastructure-as-Code to manage installations, pipelines, and scriptingBS degree in CS, Computer Engineering, Mathematics, Statistics, or a related technical engineering field
Clearance:
Applicants selected will be subject to a security investigation and may need to meet eligibility requirements for access to classified information; Top Secret clearance is required.
Build Your Career:
A challenging and dynamic work environment isn’t all we have to offer. When you join Booz Allen, you can expect:access to experts in virtually every fielda culture that focuses on supporting our employeesopportunities that provide stability while offering variety
You’ll also be exposed to a wealth of training resources through our Digital University, an online learning portal featuring more than 5000 functional and technical courses, certifications, and books. Build your technical skills through hands-on training on the latest tools and tech from our in-house experts. Pursuing certifications? Take advantage of our tuition assistance, onsite boot camps, certification training, academic programs, vendor relationships, and a network of professionals who can give you helpful tips. We’ll help you develop the career you want, as you chart your own course for success
We’re an EOE that empowers our people—no matter their race, color, religion, sex, gender identity, sexual orientation, national origin, disability, veteran status, or other protected characteristic—to fearlessly drive change."	6252	Washington
