"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"01021","5","1022","73","0","2020","3","",10,59,54,59,590002,18800,170,792,"",0.63,0.35,0.32,0.34,0.15,0.16,0.12,0.45,"",1,11.1,-3,-4.8,-7,-11.5,-5,-7.8,-77326,-11.6,265,1.4,-24,-12.4,-32,-3.9
"01023","5","1022","73","0","2020","3","",4,19,18,16,191636,13876,132,834,"",0.65,0.28,0.27,0.24,0.10,0.28,0.20,0.36,"",0,0.0,0,0.0,0,0.0,-1,-5.9,8918,4.9,-1220,-8.1,-478,-78.4,53,6.8
"01025","5","1022","73","0","2020","3","",8,38,38,38,279593,22522,379,566,"",0.62,0.26,0.26,0.25,0.09,0.21,0.28,0.33,"",0,0.0,-9,-19.1,-10,-20.8,-10,-20.8,-108938,-28.0,316,1.4,-88,-18.8,-61,-9.7
"01027","5","1022","73","0","2020","3","",4,17,17,17,111555,15493,272,505,"",0.95,0.21,0.21,0.21,0.07,0.28,0.36,0.32,"",1,33.3,9,112.5,5,41.7,5,41.7,13483,13.7,6288,68.3,217,394.5,-202,-28.6
"01029","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",8.77,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01029","5","1022","73","0","2020","3","",7,5,5,5,92858,4995,96,1429,"",1.56,0.12,0.13,0.13,0.09,0.19,0.20,0.73,"N",3,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",1.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01031","5","1022","73","0","2020","3","",16,86,81,78,741059,60100,666,698,"",0.79,0.28,0.26,0.26,0.12,0.22,0.19,0.44,"",3,23.1,-11,-11.3,-12,-12.9,-15,-16.1,1516,0.2,-22797,-27.5,-7,-1.0,95,15.8
"01033","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",3.01,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01033","5","1022","73","0","2020","3","",17,99,102,99,1364200,44993,565,1049,"",0.65,0.23,0.23,0.22,0.12,0.14,0.10,0.53,"",-1,-5.6,-20,-16.8,-22,-17.7,-23,-18.9,-134900,-9.0,-27136,-37.6,-1029,-64.6,101,10.7
"01035","5","1022","73","0","2020","3","",4,16,16,16,151133,4654,28,727,"",0.82,0.25,0.25,0.26,0.11,0.10,0.04,0.44,"",0,0.0,0,0.0,0,0.0,0,0.0,9598,6.8,-36,-0.8,1,3.7,47,6.9
"01037","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01039","5","1022","73","0","2020","3","",14,52,52,52,524617,42337,441,776,"",0.80,0.24,0.24,0.23,0.11,0.27,0.17,0.48,"",1,7.7,-8,-13.3,-8,-13.3,-5,-8.8,-75627,-12.6,-4572,-9.7,102,30.1,-7,-0.9
"01041","2","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",118.78,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01041","5","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",0.38,0,0,0,0,0,0,0,"N",-1,-33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",1.10,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01043","5","1022","73","0","2020","3","",16,139,136,138,1697322,49838,809,948,"",0.45,0.26,0.25,0.25,0.14,0.10,0.15,0.54,"",4,33.3,-14,-9.2,-12,-8.1,-8,-5.5,-72020,-4.1,-54086,-52.0,-131,-13.9,35,3.8
"01045","1","1022","73","0","2020","3","",1,5,4,5,35634,0,0,587,"",90.69,6.01,4.89,6.16,2.33,0.00,0.00,0.41,"",0,0.0,0,0.0,-1,-20.0,-1,-16.7,-921,-2.5,0,0.0,0,0.0,60,11.4
"01045","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",2.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01045","5","1022","73","0","2020","3","",10,24,25,26,398020,27987,719,1225,"",0.59,0.07,0.08,0.08,0.04,0.20,0.39,0.50,"",0,0.0,5,26.3,6,31.6,6,30.0,43871,12.4,22125,377.4,571,385.8,-184,-13.1
"01047","5","1022","73","0","2020","3","",10,68,66,67,945553,35281,537,1086,"",0.61,0.32,0.31,0.31,0.20,0.26,0.27,0.63,"",0,0.0,-23,-25.3,-25,-27.5,-23,-25.6,-109482,-10.4,-30610,-46.5,-484,-47.4,191,21.3
"01049","5","1022","73","0","2020","3","",11,158,159,151,2462806,54432,442,1214,"",0.47,0.39,0.39,0.37,0.27,0.19,0.12,0.70,"",-1,-8.3,-10,-6.0,-11,-6.5,-20,-11.7,-40903,-1.6,-95042,-63.6,-1595,-78.3,79,7.0
"01051","5","1022","73","0","2020","3","",16,41,40,39,485443,21428,215,934,"",0.58,0.11,0.11,0.11,0.06,0.08,0.07,0.60,"",-3,-15.8,-62,-60.2,-70,-63.6,-72,-64.9,-596097,-55.1,-89146,-80.6,-1468,-87.2,164,21.3
"01053","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",2.46,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01053","5","1022","73","0","2020","3","",12,27,29,22,323636,32173,532,958,"",0.75,0.12,0.12,0.09,0.06,0.24,0.31,0.55,"",2,20.0,-18,-40.0,-16,-35.6,-22,-50.0,-206785,-39.0,12646,64.8,405,318.9,45,4.9
"01055","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.99,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01055","5","1022","73","0","2020","3","",24,134,128,150,1802328,38897,601,1010,"",0.60,0.22,0.21,0.25,0.14,0.07,0.09,0.61,"",1,4.3,-169,-55.8,-165,-56.3,-151,-50.2,-1382774,-43.4,-207455,-84.2,-1947,-76.4,191,23.3
"01057","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",5.94,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01057","5","1022","73","0","2020","3","",6,13,13,13,220664,2765,42,1306,"",0.91,0.18,0.18,0.17,0.16,0.06,0.06,0.90,"",0,0.0,-8,-38.1,-8,-38.1,-8,-38.1,5015,2.3,-1611,-36.8,-45,-51.7,516,65.3
"01059","5","1022","73","0","2020","3","",6,30,29,31,429602,13911,125,1102,"",0.53,0.15,0.14,0.15,0.10,0.11,0.08,0.68,"",-1,-14.3,5,20.0,3,11.5,6,24.0,184141,75.0,-3922,-22.0,-17,-12.0,357,47.9
"01061","5","1022","73","0","2020","3","N",4,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01063","5","1022","73","0","2020","3","N",3,0,0,0,0,0,0,0,"N",0.95,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",7.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01065","5","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",0.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01067","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.15,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.67,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01069","5","1022","73","0","2020","3","",35,396,394,388,4584955,151308,2645,898,"",0.60,0.44,0.44,0.43,0.21,0.22,0.32,0.48,"",-3,-7.9,-73,-15.6,-78,-16.5,-84,-17.8,-804134,-14.9,-143875,-48.7,-783,-22.8,18,2.0
"01071","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",2.03,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01071","5","1022","73","0","2020","3","",13,41,108,125,1883712,637594,4764,1587,"",0.67,0.15,0.39,0.44,0.31,3.25,1.43,0.95,"",1,8.3,-48,-53.9,30,38.5,32,34.4,1354783,256.1,438971,221.0,954,25.0,1118,238.4
"01073","2","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",1.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","3","1022","73","0","2020","3","N",3,0,0,0,0,0,0,0,"N",0.32,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01073","5","1022","73","0","2020","3","",335,5435,5437,5451,92028774,2921431,35163,1301,"",0.90,0.85,0.85,0.85,0.45,0.65,0.61,0.53,"",41,13.9,-28,-0.5,9,0.2,-47,-0.9,2455332,2.7,-576247,-16.5,-20074,-36.3,40,3.2
"01075","5","1022","73","0","2020","3","",7,14,14,13,136232,11478,133,767,"",1.32,0.22,0.22,0.20,0.10,0.35,0.38,0.44,"",1,16.7,0,0.0,0,0.0,-1,-7.1,23119,20.4,3523,44.3,36,37.1,145,23.3
"01077","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.96,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01077","5","1022","73","0","2020","3","",27,243,241,242,2385363,140980,1895,758,"",0.66,0.46,0.45,0.45,0.21,0.32,0.33,0.46,"",1,3.8,-44,-15.3,-34,-12.4,-30,-11.0,-115151,-4.6,-32118,-18.6,-464,-19.7,66,9.5
"01079","5","1022","73","0","2020","3","N",4,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",-1,-20.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",1.21,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01081","5","1022","73","0","2020","3","",56,426,428,430,5840183,239055,4131,1050,"",0.86,0.39,0.38,0.39,0.23,0.25,0.33,0.59,"",8,16.7,-47,-9.9,-51,-10.6,-38,-8.1,45080,0.8,-115920,-32.7,-274,-6.2,108,11.5
"01083","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",2.71,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01083","5","1022","73","0","2020","3","",16,150,146,151,1213813,135189,1002,627,"",0.55,0.34,0.33,0.33,0.10,0.44,0.20,0.29,"",0,0.0,-99,-39.8,-99,-40.4,-78,-34.1,-880971,-42.1,-73685,-35.3,-1005,-50.1,-42,-6.3
"01085","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.29,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01087","5","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",0.41,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","1","1022","73","0","2020","3","",1,5,5,5,45282,0,0,697,"",7.83,0.51,0.51,0.52,0.22,0.00,0.00,0.42,"",0,0.0,-1,-16.7,-1,-16.7,-1,-16.7,10195,29.1,0,0.0,0,0.0,247,54.9
"01089","2","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",6.39,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01089","3","1022","73","0","2020","3","",12,126,131,129,767628,0,0,459,"",2.40,0.72,0.75,0.75,0.43,0.00,0.00,0.58,"",0,0.0,-14,-10.0,-8,-5.8,-9,-6.5,-23085,-2.9,0,0.0,0,0.0,21,4.8
"01089","5","1022","73","0","2020","3","",172,1786,1789,1803,32765873,1001649,20870,1406,"",0.88,0.46,0.46,0.47,0.23,0.36,0.59,0.50,"",18,11.7,-283,-13.7,-261,-12.7,-268,-12.9,-2350643,-6.7,-469155,-31.9,-918,-4.2,97,7.4
"01091","5","1022","73","0","2020","3","",5,24,24,22,374804,6557,42,1236,"",0.51,0.18,0.18,0.17,0.12,0.08,0.04,0.67,"",-1,-16.7,-4,-14.3,-4,-14.3,-6,-21.4,-49279,-11.6,1112,20.4,5,13.5,71,6.1
"01093","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",3.30,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01093","5","1022","73","0","2020","3","",8,22,21,20,303489,8167,96,1112,"",0.67,0.11,0.11,0.10,0.08,0.05,0.04,0.70,"",-1,-11.1,-6,-21.4,-7,-25.0,-8,-28.6,-17399,-5.4,1298,18.9,-32,-25.0,230,26.1
"01095","5","1022","73","0","2020","3","",27,358,351,351,5396019,243431,9089,1175,"",0.67,0.50,0.49,0.49,0.34,0.44,1.44,0.69,"",3,12.5,-6,-1.6,3,0.9,12,3.5,1094095,25.4,110249,82.8,6800,297.1,230,24.3
"01097","3","1022","73","0","2020","3","N",4,0,0,0,0,0,0,0,"N",0.79,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01097","5","1022","73","0","2020","3","",126,1723,1752,1767,28637682,790230,10360,1261,"",0.63,0.56,0.56,0.57,0.33,0.33,0.27,0.59,"",16,14.5,-125,-6.8,-63,-3.5,-53,-2.9,101280,0.4,-428876,-35.2,-7938,-43.4,60,5.0
"01099","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",4.50,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01099","5","1022","73","0","2020","3","",5,50,51,51,551506,14258,214,837,"",0.57,0.43,0.44,0.44,0.19,0.19,0.23,0.44,"",1,25.0,10,25.0,11,27.5,11,27.5,181760,49.2,-500,-3.4,-52,-19.5,126,17.7
"01101","2","1022","73","0","2020","3","",4,51,51,51,799245,0,0,1205,"",20.35,9.30,9.45,9.58,13.64,0.00,0.00,1.44,"",0,0.0,-1,-1.9,0,0.0,-2,-3.8,48657,6.5,0,0.0,0,0.0,95,8.6
"01101","5","1022","73","0","2020","3","",94,1434,1403,1364,20483206,611598,7443,1125,"",0.76,0.61,0.60,0.58,0.32,0.41,0.37,0.53,"",5,5.6,-362,-20.2,-313,-18.2,-339,-19.9,-3631669,-15.1,-333476,-35.3,-5087,-40.6,58,5.4
"01103","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.72,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01103","5","1022","73","0","2020","3","",24,249,251,248,3472687,121158,1384,1071,"",0.44,0.27,0.27,0.27,0.14,0.17,0.15,0.51,"",-1,-4.0,45,22.1,50,24.9,46,22.8,858177,32.8,-13499,-10.0,126,10.0,77,7.7
"01105","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.33,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01107","5","1022","73","0","2020","3","",7,32,32,33,358941,21255,157,854,"",1.09,0.47,0.48,0.49,0.24,0.50,0.31,0.49,"",0,0.0,-2,-5.9,-5,-13.5,-3,-8.3,11185,3.2,-484,-2.2,28,21.7,104,13.9
"01109","5","1022","73","0","2020","3","",7,163,166,168,2328897,92885,779,1081,"",0.50,0.60,0.61,0.62,0.37,0.44,0.24,0.60,"",0,0.0,-9,-5.2,-9,-5.1,-5,-2.9,214018,10.1,-9667,-9.4,-135,-14.8,142,15.1
"01111","5","1022","73","0","2020","3","",7,29,28,27,394169,7523,63,1083,"",0.91,0.32,0.32,0.31,0.23,0.12,0.07,0.73,"",0,0.0,0,0.0,-1,-3.4,-3,-10.0,49549,14.4,-824,-9.9,12,23.5,179,19.8
"01113","5","1022","73","0","2020","3","",9,81,80,79,1346344,26400,377,1295,"",0.49,0.31,0.31,0.31,0.24,0.14,0.16,0.76,"",2,28.6,2,2.5,3,3.9,3,3.9,63610,5.0,7670,41.0,24,6.8,19,1.5
"01115","5","1022","73","0","2020","3","",19,111,106,106,1463017,43462,827,1045,"",0.63,0.31,0.29,0.29,0.18,0.15,0.25,0.59,"",2,11.8,-36,-24.5,-35,-24.8,-29,-21.5,53468,3.8,-89856,-67.4,-1771,-68.2,276,35.9
"01117","3","1022","73","0","2020","3","N",2,0,0,0,0,0,0,0,"N",0.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01117","5","1022","73","0","2020","3","",106,855,859,865,17402171,754372,11713,1557,"",0.93,0.56,0.56,0.57,0.37,0.61,0.74,0.66,"",10,10.4,-60,-6.6,-47,-5.2,-29,-3.2,1523706,9.6,141177,23.0,4711,67.3,207,15.3
"01119","5","1022","73","0","2020","3","",3,9,12,12,202512,2163,15,1416,"",0.62,0.16,0.22,0.21,0.17,0.07,0.04,0.87,"",0,0.0,-5,-35.7,-1,-7.7,-1,-7.7,20295,11.1,-710,-24.7,-13,-46.4,365,34.7
"01121","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01121","5","1022","73","0","2020","3","",14,81,83,84,986444,55775,903,918,"",0.52,0.15,0.15,0.15,0.07,0.13,0.15,0.46,"",4,40.0,-13,-13.8,-10,-10.8,-3,-3.4,13290,1.4,13075,30.6,492,119.7,98,12.0
"01123","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",2.36,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01123","5","1022","73","0","2020","3","",11,99,94,92,1164496,58642,500,943,"",0.66,0.42,0.40,0.39,0.24,0.26,0.18,0.59,"",-1,-8.3,-4,-3.9,-8,-7.8,-5,-5.2,-42433,-3.5,4475,8.3,-105,-17.4,21,2.3
"01125","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.44,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01125","5","1022","73","0","2020","3","",61,761,746,750,12844388,381583,4300,1313,"",0.69,0.45,0.44,0.44,0.28,0.31,0.29,0.62,"",2,3.4,-866,-53.2,-880,-54.1,-893,-54.4,-3979327,-23.7,-1624415,-81.0,-12230,-74.0,520,65.6
"01127","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",1.47,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01127","5","1022","73","0","2020","3","",10,92,91,90,1251696,20178,304,1058,"",0.38,0.28,0.28,0.27,0.17,0.08,0.11,0.62,"",-1,-9.1,-6,-6.1,-7,-7.1,-7,-7.2,27651,2.3,-3233,-13.8,66,27.7,94,9.8
"01129","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",7.69,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01129","5","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",0.20,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01131","3","1022","73","0","2020","3","N",1,0,0,0,0,0,0,0,"N",8.31,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01131","5","1022","73","0","2020","3","",4,57,55,59,728024,35916,224,982,"",0.85,1.11,1.09,1.15,0.54,1.65,0.80,0.49,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"01133","5","1022","73","0","2020","3","N",6,0,0,0,0,0,0,0,"N",0.64,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
